epoch,step,loss_contrastive,loss_order,loss_domain,loss_total,time_s
0,0,2.831939697265625,1.884307861328125,1.779022216796875,3.930938720703125,9.71
0,1,1.1616859436035156,1.747039794921875,1.793212890625,2.223761796951294,10.22
0,2,0.5822958946228027,2.1220703125,1.625823974609375,1.7066642045974731,11.43
0,3,0.38413143157958984,1.9385528564453125,1.6645965576171875,1.465076208114624,11.95
0,4,0.41423463821411133,1.952728271484375,1.507843017578125,1.4524060487747192,14.44
0,5,0.3518400192260742,1.879425048828125,1.59600830078125,1.394469976425171,14.95
0,6,0.30451226234436035,1.965057373046875,1.480224609375,1.3380968570709229,17.46
0,7,0.36861276626586914,1.831268310546875,1.4695510864257812,1.358858585357666,17.97
0,8,0.3948698043823242,1.9522705078125,1.4969482421875,1.4296355247497559,20.5
0,9,0.17905330657958984,1.846343994140625,1.3702850341796875,1.1440420150756836,21.02
0,10,0.44040489196777344,1.8155517578125,1.4890289306640625,1.431779146194458,23.48
0,11,0.210313081741333,1.827117919921875,1.2126502990722656,1.1222436428070068,24.0
0,12,0.2333204746246338,1.834503173828125,1.4920806884765625,1.2312957048416138,26.47
0,13,0.15691256523132324,1.8194580078125,1.1836280822753906,1.0578384399414062,26.99
0,14,0.2545640468597412,1.734405517578125,1.9192428588867188,1.350658655166626,29.42
0,15,0.26759231090545654,1.8206787109375,1.948883056640625,1.398460865020752,29.93
0,16,0.17313694953918457,1.878204345703125,1.6792831420898438,1.2403831481933594,32.43
0,17,0.2174389362335205,1.8612060546875,1.5209274291992188,1.232079029083252,32.94
0,18,0.16960370540618896,1.815826416015625,1.713775634765625,1.2284843921661377,35.46
0,19,0.2103109359741211,1.800537109375,1.7547073364257812,1.2768843173980713,35.97
0,20,0.15537095069885254,1.8150634765625,1.754119873046875,1.226125955581665,38.44
0,21,0.23261594772338867,1.894500732421875,1.7016143798828125,1.311450481414795,38.95
0,22,0.23652207851409912,1.80047607421875,1.5094375610351562,1.2294962406158447,41.45
0,23,0.19299030303955078,1.786163330078125,2.067840576171875,1.3491915464401245,41.97
0,24,0.2908000946044922,1.8236083984375,1.827117919921875,1.3860180377960205,44.44
0,25,0.1285247802734375,1.80999755859375,1.9004058837890625,1.2416458129882812,44.95
0,26,0.17275333404541016,1.79266357421875,1.85833740234375,1.2680537700653076,47.54
0,27,0.22234511375427246,1.76397705078125,1.8967437744140625,1.320561408996582,48.05
0,28,0.10952574014663696,1.786376953125,1.722900390625,1.162308931350708,50.5
0,29,0.25441741943359375,1.800262451171875,1.7351455688476562,1.315039873123169,51.01
0,30,0.20260071754455566,1.81732177734375,1.484466552734375,1.1931371688842773,53.48
0,31,0.24227309226989746,1.82025146484375,1.81268310546875,1.332153558731079,53.99
0,32,0.22873449325561523,1.82122802734375,1.67608642578125,1.2779288291931152,56.44
0,33,0.24379897117614746,1.78204345703125,1.549896240234375,1.2433809041976929,56.95
0,34,0.27041125297546387,1.824310302734375,1.8726043701171875,1.3794857263565063,59.48
0,35,0.19552409648895264,1.849822998046875,1.6120452880859375,1.2340846061706543,60.0
0,36,0.19379651546478271,1.837249755859375,1.6242446899414062,1.232244849205017,62.48
0,37,0.18484997749328613,1.81854248046875,1.6255340576171875,1.2180728912353516,62.99
0,38,0.10892033576965332,1.786468505859375,1.757659912109375,1.17215895652771,65.47
0,39,0.12551093101501465,1.81158447265625,1.7438812255859375,1.1921507120132446,65.98
0,40,0.22536075115203857,1.77154541015625,1.8008270263671875,1.2970725297927856,68.46
0,41,0.23922181129455566,1.804656982421875,1.535430908203125,1.2412481307983398,68.97
0,42,0.1478973627090454,1.78424072265625,1.6065902709960938,1.1651467084884644,71.44
0,43,0.2274816632270813,1.791778564453125,1.899993896484375,1.3350133895874023,71.96
0,44,0.2114260196685791,1.774383544921875,1.8277130126953125,1.2920550107955933,74.47
0,45,0.18525856733322144,1.774444580078125,1.6953582763671875,1.2261993885040283,74.98
0,46,0.237526535987854,1.789886474609375,1.951629638671875,1.3599814176559448,77.47
0,47,0.15475702285766602,1.7716064453125,1.742095947265625,1.2088677883148193,77.98
0,48,0.1523604393005371,1.7825927734375,1.9137725830078125,1.2612700462341309,80.4
0,49,0.3414562940597534,1.803955078125,2.191802978515625,1.5401837825775146,80.97
0,50,0.16665363311767578,1.802642822265625,1.9866180419921875,1.3034319877624512,83.35
0,51,0.1260586977005005,1.792510986328125,1.954986572265625,1.2503080368041992,83.91
0,52,0.12424719333648682,1.791046142578125,1.9543609619140625,1.2478693723678589,86.33
0,53,0.26401567459106445,1.8126220703125,1.94921875,1.3925679922103882,86.98
0,54,0.2990298271179199,1.759368896484375,1.9203643798828125,1.4029498100280762,89.44
0,55,0.15560412406921387,1.798919677734375,1.830657958984375,1.2444775104522705,89.95
0,56,0.16253983974456787,1.7977294921875,1.7947998046875,1.2402987480163574,92.39
0,57,0.13307666778564453,1.809906005859375,1.848114013671875,1.230482816696167,92.9
0,58,0.18811869621276855,1.765228271484375,1.85797119140625,1.275078535079956,95.37
0,59,0.2574808597564697,1.818359375,1.886566162109375,1.368958592414856,95.88
0,60,0.12296438217163086,1.798187255859375,1.8189239501953125,1.2080976963043213,98.19
1,0,0.20418620109558105,1.769134521484375,1.9621429443359375,1.3235695362091064,107.27
1,1,0.13660621643066406,1.81256103515625,1.890045166015625,1.2473881244659424,107.79
1,2,0.20809197425842285,1.81341552734375,1.8444976806640625,1.3054659366607666,110.07
1,3,0.15944510698318481,1.797027587890625,1.832550048828125,1.2483184337615967,110.58
1,4,0.2950805425643921,1.7861328125,1.989044189453125,1.4276337623596191,115.55
1,5,0.2981584072113037,1.787811279296875,1.851959228515625,1.390089511871338,116.06
1,6,0.11673140525817871,1.825439453125,1.9537353515625,1.2504838705062866,118.62
1,7,0.3000679016113281,1.798431396484375,1.910186767578125,1.4126534461975098,119.13
1,8,0.0920109748840332,1.82452392578125,1.823333740234375,1.1863683462142944,121.72
1,9,0.09300374984741211,1.822845458984375,1.903778076171875,1.2109909057617188,122.23
1,10,0.2685352563858032,1.800994873046875,1.771881103515625,1.3403980731964111,124.69
